Time,Lapse1_daily_mean_RH
2018-06-20,73.45075
2018-06-21,85.9405
2018-06-22,70.37725
2018-06-23,60.686875
2018-06-24,64.465625
2018-06-25,37.146125
2018-06-26,40.1435
2018-06-27,69.19625
2018-06-28,79.277
2018-06-29,58.785375
2018-06-30,9.05425
2018-07-01,38.115625
2018-07-02,49.721375
2018-07-03,51.498625
2018-07-04,78.586
2018-07-05,70.469875
2018-07-06,78.74875
2018-07-07,52.116875
2018-07-08,55.71575
2018-07-09,77.627375
2018-07-10,56.210875
2018-07-11,68.203
2018-07-12,70.7795
2018-07-13,68.6555
2018-07-14,60.017625
2018-07-15,57.949375
2018-07-16,57.389125
2018-07-17,59.639375
2018-07-18,78.853625
2018-07-19,85.35775
2018-07-20,76.81475
2018-07-21,72.98125
2018-07-22,70.034375
2018-07-23,68.545
2018-07-24,66.715625
2018-07-25,84.46025
