Time,AirT_Lapse6_daily_mean
2015-12-04,-2.25
2015-12-05,-2.0
2015-12-06,-1.125
2015-12-07,-0.125
2015-12-08,1.0625
2015-12-09,-1.5625
2015-12-10,-2.4375
2015-12-11,-2.9375
2015-12-12,-3.125
2015-12-13,-3.5
2015-12-14,-4.75
2015-12-15,-5.6875
2015-12-16,-7.25
2015-12-17,-4.375
2015-12-18,-3.375
2015-12-19,-4.6875
2015-12-20,-4.3125
2015-12-21,-5.0625
2015-12-22,-5.875
2015-12-23,-6.0
2015-12-24,-5.875
2015-12-25,-6.625
2015-12-26,-7.8125
2015-12-27,-5.125
2015-12-28,-4.5625
2015-12-29,-6.75
2015-12-30,-8.5
2015-12-31,-5.25
2016-01-01,-2.6875
2016-01-02,-2.1875
2016-01-03,-5.5
2016-01-04,-3.875
2016-01-05,-1.1875
2016-01-06,-0.1875
2016-01-07,-1.0
2016-01-08,-1.9375
2016-01-09,-2.1875
2016-01-10,-2.625
2016-01-11,-2.4375
2016-01-12,-0.6875
2016-01-13,-1.5625
2016-01-14,-3.3125
2016-01-15,-3.875
2016-01-16,-1.1875
2016-01-17,-1.5625
2016-01-18,-1.9375
2016-01-19,-2.6875
2016-01-20,-2.75
2016-01-21,0.5
2016-01-22,-0.0625
2016-01-23,-2.0625
2016-01-24,-3.8125
2016-01-25,-2.5625
2016-01-26,2.0625
2016-01-27,3.4375
2016-01-28,0.1875
2016-01-29,-3.9375
2016-01-30,-5.375
2016-01-31,-5.1875
2016-02-01,-5.4375
2016-02-02,-6.25
2016-02-03,-3.75
2016-02-04,-2.875
2016-02-05,-1.375
2016-02-06,-3.9375
2016-02-07,-0.8125
2016-02-08,10.375
2016-02-09,11.75
2016-02-10,3.5625
2016-02-11,2.5
2016-02-12,1.1875
2016-02-13,-2.6875
2016-02-14,-0.3125
2016-02-15,-0.5625
2016-02-16,-0.6875
2016-02-17,1.1875
2016-02-18,-2.0625
2016-02-19,-2.5625
2016-02-20,-4.1875
2016-02-21,-4.25
2016-02-22,-2.875
2016-02-23,-2.625
2016-02-24,1.75
2016-02-25,4.8125
2016-02-26,3.75
2016-02-27,0.25
2016-02-28,-2.0
2016-02-29,-3.0625
2016-03-01,-1.9375
2016-03-02,-1.25
2016-03-03,-0.4375
2016-03-04,-0.75
2016-03-05,1.0
2016-03-06,-1.5625
2016-03-07,-3.0625
2016-03-08,-3.875
2016-03-09,-2.25
2016-03-10,-1.6875
2016-03-11,-1.875
2016-03-12,-2.5625
2016-03-13,-3.85714285714
2016-03-14,-4.1875
2016-03-15,-4.0625
2016-03-16,-3.375
2016-03-17,-5.375
2016-03-18,-3.9375
2016-03-19,0.625
2016-03-20,3.125
2016-03-21,-0.1875
2016-03-22,-0.6875
2016-03-23,-1.8125
2016-03-24,-2.875
2016-03-25,-1.9375
2016-03-26,-1.5
2016-03-27,-2.0625
2016-03-28,-2.3125
2016-03-29,0.8125
2016-03-30,8.5625
2016-03-31,10.0
2016-04-01,9.125
2016-04-02,5.5
2016-04-03,5.9375
2016-04-04,-0.125
2016-04-05,-1.375
2016-04-06,2.0
2016-04-07,13.6875
2016-04-08,13.375
2016-04-09,7.8125
2016-04-10,5.0625
2016-04-11,0.8125
2016-04-12,-0.625
2016-04-13,-1.6875
2016-04-14,-1.0625
2016-04-15,-0.125
2016-04-16,1.5
2016-04-17,10.375
2016-04-18,15.0625
2016-04-19,15.625
2016-04-20,17.25
2016-04-21,10.1875
2016-04-22,5.5
2016-04-23,2.4375
2016-04-24,-0.125
2016-04-25,-0.625
2016-04-26,0.5625
2016-04-27,2.625
2016-04-28,2.4375
2016-04-29,1.375
2016-04-30,4.625
2016-05-01,10.75
2016-05-02,13.0625
2016-05-03,11.0625
2016-05-04,5.3125
2016-05-05,6.0
2016-05-06,11.125
2016-05-07,13.875
2016-05-08,3.25
2016-05-09,3.75
2016-05-10,7.1875
2016-05-11,8.125
2016-05-12,9.1875
2016-05-13,11.75
2016-05-14,11.5
2016-05-15,5.75
2016-05-16,4.75
2016-05-17,6.5625
2016-05-18,5.375
2016-05-19,0.125
2016-05-20,2.625
2016-05-21,3.6875
2016-05-22,2.625
2016-05-23,2.625
2016-05-24,4.5
2016-05-25,5.375
2016-05-26,2.75
2016-05-27,0.0625
2016-05-28,0.5625
2016-05-29,2.625
2016-05-30,5.0625
2016-05-31,11.125
2016-06-01,8.6875
2016-06-02,5.6875
2016-06-03,8.5
2016-06-04,17.6875
2016-06-05,21.125
2016-06-06,17.75
2016-06-07,15.5
2016-06-08,10.0
2016-06-09,2.9375
2016-06-10,2.0
2016-06-11,1.5
2016-06-12,3.5
2016-06-13,3.1875
2016-06-14,-1.0
2016-06-15,0.4375
2016-06-16,1.875
2016-06-17,5.75
2016-06-18,3.4375
2016-06-19,4.625
2016-06-20,10.0
2016-06-21,5.625
2016-06-22,8.25
2016-06-23,5.25
2016-06-24,3.375
2016-06-25,6.625
2016-06-26,12.0
2016-06-27,17.0625
2016-06-28,15.4375
2016-06-29,14.75
2016-06-30,10.4375
2016-07-01,9.0
2016-07-02,10.5625
2016-07-03,6.3125
2016-07-04,4.25
2016-07-05,4.25
2016-07-06,6.5
2016-07-07,7.375
2016-07-08,7.875
2016-07-09,5.6875
2016-07-10,6.125
2016-07-11,6.375
2016-07-12,7.25
2016-07-13,8.5
2016-07-14,8.625
2016-07-15,6.25
2016-07-16,8.375
2016-07-17,10.375
2016-07-18,10.625
2016-07-19,8.875
2016-07-20,10.0
2016-07-21,14.6875
2016-07-22,8.6875
2016-07-23,7.6875
2016-07-24,13.4375
2016-07-25,17.0625
2016-07-26,15.375
2016-07-27,17.0625
2016-07-28,18.375
2016-07-29,18.875
2016-07-30,13.5625
2016-07-31,9.5
2016-08-01,12.3125
2016-08-02,7.0625
2016-08-03,8.0
2016-08-04,11.75
2016-08-05,12.5625
2016-08-06,9.875
2016-08-07,7.0625
2016-08-08,7.1875
2016-08-09,8.125
2016-08-10,10.0
2016-08-11,14.9375
2016-08-12,18.6875
2016-08-13,18.875
2016-08-14,16.6875
2016-08-15,16.625
2016-08-16,15.1
