Time,AirT_Lapse2_daily_mean
2016-04-03,8.4375
2016-04-04,4.75
2016-04-05,3.1875
2016-04-06,6.375
2016-04-07,10.6875
2016-04-08,12.375
2016-04-09,9.25
2016-04-10,8.0
2016-04-11,7.1875
2016-04-12,5.1875
2016-04-13,3.6875
2016-04-14,3.6875
2016-04-15,5.0625
2016-04-16,6.1875
2016-04-17,10.875
2016-04-18,13.875
2016-04-19,14.5
2016-04-20,14.9375
2016-04-21,14.0
2016-04-22,9.375
2016-04-23,7.5625
2016-04-24,4.75
2016-04-25,4.25
2016-04-26,5.9375
2016-04-27,7.4375
2016-04-28,7.75
2016-04-29,7.0625
2016-04-30,8.375
2016-05-01,11.875
2016-05-02,14.75
2016-05-03,13.9375
2016-05-04,9.25
2016-05-05,10.5625
2016-05-06,14.25
2016-05-07,16.0625
2016-05-08,9.875
2016-05-09,8.75
2016-05-10,11.3125
2016-05-11,13.0625
2016-05-12,13.3125
2016-05-13,15.875
2016-05-14,16.0625
2016-05-15,11.6875
2016-05-16,10.5
2016-05-17,12.25
2016-05-18,10.625
2016-05-19,5.8125
2016-05-20,8.75
2016-05-21,8.5
2016-05-22,7.875
2016-05-23,7.875
2016-05-24,9.375
2016-05-25,11.125
2016-05-26,8.25
2016-05-27,5.5625
2016-05-28,5.75
2016-05-29,7.3125
2016-05-30,9.5625
2016-05-31,14.25
2016-06-01,13.5625
2016-06-02,10.25
2016-06-03,13.125
2016-06-04,18.5625
2016-06-05,21.8125
2016-06-06,20.625
2016-06-07,19.0
2016-06-08,15.3125
2016-06-09,9.5
2016-06-10,8.0
2016-06-11,7.1875
2016-06-12,9.25
2016-06-13,7.8125
2016-06-14,4.875
2016-06-15,6.625
2016-06-16,6.875
2016-06-17,10.3125
2016-06-18,8.25
2016-06-19,9.375
2016-06-20,12.6875
2016-06-21,11.8125
2016-06-22,13.6875
2016-06-23,10.5
2016-06-24,8.6875
2016-06-25,11.375
2016-06-26,14.6875
2016-06-27,18.9375
2016-06-28,18.5625
2016-06-29,18.0
2016-06-30,16.125
2016-07-01,14.125
2016-07-02,16.25
2016-07-03,13.4375
2016-07-04,9.75
2016-07-05,9.1875
2016-07-06,11.1875
2016-07-07,11.75
2016-07-08,12.625
2016-07-09,11.3125
2016-07-10,11.3125
2016-07-11,11.9375
2016-07-12,12.5
2016-07-13,12.8125
2016-07-14,13.875
2016-07-15,10.625
2016-07-16,12.6875
2016-07-17,14.25
2016-07-18,14.1875
2016-07-19,14.0625
2016-07-20,14.25
2016-07-21,16.9375
2016-07-22,12.9375
2016-07-23,12.875
2016-07-24,15.9375
2016-07-25,18.3125
2016-07-26,18.6875
2016-07-27,18.9375
2016-07-28,20.0
2016-07-29,20.625
2016-07-30,16.9375
2016-07-31,14.9375
2016-08-01,15.75
2016-08-02,12.5625
2016-08-03,13.125
2016-08-04,15.375
2016-08-05,15.6875
2016-08-06,13.75
2016-08-07,12.0
2016-08-08,12.4375
2016-08-09,13.1875
2016-08-10,14.625
2016-08-11,16.5625
2016-08-12,19.3125
2016-08-13,20.3125
2016-08-14,19.125
2016-08-15,18.375
2016-08-16,16.7
