Time,AirT_Lapse2_daily_mean
2015-12-04,1.875
2015-12-05,2.3125
2015-12-06,3.5
2015-12-07,4.0
2015-12-08,5.0
2015-12-09,2.6875
2015-12-10,1.8125
2015-12-11,1.1875
2015-12-12,0.625
2015-12-13,0.375
2015-12-14,-0.125
2015-12-15,-0.625
2015-12-16,-2.625
2015-12-17,-0.5625
2015-12-18,0.4375
2015-12-19,-0.375
2015-12-20,0.0
2015-12-21,-0.1875
2015-12-22,-0.9375
2015-12-23,-0.8125
2015-12-24,-0.8125
2015-12-25,-2.125
2015-12-26,-2.8125
2015-12-27,-0.5
2015-12-28,-1.0
2015-12-29,-3.75
2015-12-30,-6.375
2015-12-31,-4.125
2016-01-01,-1.6875
2016-01-02,-2.0
2016-01-03,-2.5
2016-01-04,-1.4375
2016-01-05,0.875
2016-01-06,1.1875
2016-01-07,1.125
2016-01-08,0.8125
2016-01-09,-0.4375
2016-01-10,-0.5
2016-01-11,1.125
2016-01-12,2.375
2016-01-13,1.875
2016-01-14,-0.0625
2016-01-15,-0.4375
2016-01-16,2.375
2016-01-17,1.75
2016-01-18,1.8125
2016-01-19,1.1875
2016-01-20,1.125
2016-01-21,4.0
2016-01-22,2.875
2016-01-23,1.5625
2016-01-24,0.9375
2016-01-25,0.375
2016-01-26,4.0
2016-01-27,6.0625
2016-01-28,4.1875
2016-01-29,0.625
2016-01-30,-0.1875
2016-01-31,-0.125
2016-02-01,-0.4375
2016-02-02,-1.3125
2016-02-03,0.0
2016-02-04,0.75
2016-02-05,2.125
2016-02-06,0.375
2016-02-07,1.0
2016-02-08,4.6875
2016-02-09,7.125
2016-02-10,6.0625
2016-02-11,4.4375
2016-02-12,4.5625
2016-02-13,1.0625
2016-02-14,2.75
2016-02-15,2.6875
2016-02-16,2.8125
2016-02-17,4.5625
2016-02-18,2.9375
2016-02-19,1.8125
2016-02-20,0.25
2016-02-21,0.0
2016-02-22,0.375
2016-02-23,0.1875
2016-02-24,2.625
2016-02-25,4.5
2016-02-26,5.9375
2016-02-27,4.5
2016-02-28,2.5
2016-02-29,0.875
2016-03-01,2.1875
2016-03-02,2.9375
2016-03-03,3.375
2016-03-04,3.75
2016-03-05,4.4375
2016-03-06,3.1875
2016-03-07,1.5
2016-03-08,1.375
2016-03-09,2.125
2016-03-10,2.8125
2016-03-11,2.625
2016-03-12,2.25
2016-03-13,0.642857142857
2016-03-14,0.25
2016-03-15,0.3125
2016-03-16,0.5625
2016-03-17,-0.375
2016-03-18,1.1875
2016-03-19,4.125
2016-03-20,5.625
2016-03-21,4.375
2016-03-22,3.5
2016-03-23,3.125
2016-03-24,1.0625
2016-03-25,1.3125
2016-03-26,2.75
2016-03-27,2.1875
2016-03-28,2.25
2016-03-29,4.0625
2016-03-30,8.0625
2016-03-31,8.5625
2016-04-01,8.875
2016-04-02,8.0
