Time,Lapse7_daily_mean_RH
2017-09-27,54.652
2017-09-28,54.563125
2017-09-29,90.38525
2017-09-30,106.7525
2017-10-01,107.129875
2017-10-02,89.13125
2017-10-03,65.788125
2017-10-04,47.4065
2017-10-05,45.403375
2017-10-06,88.281
2017-10-07,104.73275
2017-10-08,101.25225
2017-10-09,87.60475
2017-10-10,88.1505
2017-10-11,104.739625
2017-10-12,104.904
2017-10-13,105.0135
2017-10-14,105.3385
2017-10-15,101.267875
2017-10-16,102.159375
2017-10-17,106.59
2017-10-18,105.270875
2017-10-19,107.39875
2017-10-20,106.806625
2017-10-21,106.752375
2017-10-22,104.761125
2017-10-23,100.3645
2017-10-24,72.7005
2017-10-25,92.138125
2017-10-26,70.708875
2017-10-27,36.794125
2017-10-28,46.505375
2017-10-29,56.381375
2017-10-30,36.967375
2017-10-31,51.373375
2017-11-01,97.6635
2017-11-02,105.286125
2017-11-03,103.9115
2017-11-04,103.413
2017-11-05,103.109333333
2017-11-06,103.35775
2017-11-07,85.36875
2017-11-08,85.700875
2017-11-09,103.350375
2017-11-10,105.449875
2017-11-11,105.886
2017-11-12,106.42975
2017-11-13,106.26675
2017-11-14,105.7785
2017-11-15,106.103375
2017-11-16,105.3415
2017-11-17,105.232125
2017-11-18,105.723875
2017-11-19,105.55875
2017-11-20,106.482375
2017-11-21,106.372125
2017-11-22,106.374375
2017-11-23,107.452
2017-11-24,107.3975
2017-11-25,106.913375
2017-11-26,106.913375
2017-11-27,105.77775
2017-11-28,106.42875
2017-11-29,106.266625
2017-11-30,106.37275
2017-12-01,106.049625
2017-12-02,105.9415
2017-12-03,105.55925
2017-12-04,105.341625
2017-12-05,107.34475
2017-12-06,89.991
2017-12-07,28.84225
2017-12-08,16.876375
2017-12-09,21.6945
2017-12-10,16.5985
2017-12-11,16.388875
2017-12-12,65.2985
2017-12-13,67.647125
2017-12-14,45.43025
2017-12-15,100.357875
2017-12-16,104.24375
2017-12-17,105.504875
2017-12-18,105.77525
2017-12-19,105.286375
2017-12-20,103.46875
2017-12-21,101.550125
2017-12-22,102.444625
2017-12-23,62.264875
2017-12-24,48.264125
2017-12-25,103.411375
2017-12-26,102.91125
2017-12-27,103.911
2017-12-28,105.612125
2017-12-29,106.5375
2017-12-30,105.068375
2017-12-31,85.95725
2018-01-01,58.0075
2018-01-02,61.978625
2018-01-03,61.8435
2018-01-04,79.6875
2018-01-05,106.806625
2018-01-06,106.158125
2018-01-07,105.669
2018-01-08,106.5915
2018-01-09,106.104125
2018-01-10,104.849375
2018-01-11,106.42875
2018-01-12,107.238125
2018-01-13,107.021125
2018-01-14,52.83925
2018-01-15,59.961125
2018-01-16,105.941
2018-01-17,105.69975
2018-01-18,105.669125
2018-01-19,105.450875
2018-01-20,105.340875
2018-01-21,105.669
2018-01-22,105.23275
2018-01-23,105.777
2018-01-24,106.267125
2018-01-25,104.849375
2018-01-26,104.959125
2018-01-27,105.286
2018-01-28,106.751875
2018-01-29,107.075375
2018-01-30,105.451
2018-01-31,105.287375
2018-02-01,105.940375
2018-02-02,107.237
2018-02-03,107.076125
2018-02-04,107.773875
2018-02-05,106.8075
2018-02-06,106.32075
2018-02-07,107.826625
2018-02-08,107.236
2018-02-09,105.66825
2018-02-10,100.0405
2018-02-11,95.845625
2018-02-12,92.101
2018-02-13,94.767625
2018-02-14,104.288625
2018-02-15,104.24025
2018-02-16,105.177375
2018-02-17,105.668625
2018-02-18,102.57275
2018-02-19,102.180375
2018-02-20,102.459875
2018-02-21,102.574875
2018-02-22,102.57425
2018-02-23,102.855375
2018-02-24,104.519
2018-02-25,104.574125
2018-02-26,104.354
2018-02-27,104.9045
2018-02-28,105.12275
2018-03-01,105.2325
2018-03-02,105.068125
2018-03-03,105.3385
2018-03-04,105.178375
2018-03-05,105.014
2018-03-06,104.958625
2018-03-07,100.899375
2018-03-08,106.80625
2018-03-09,105.395875
2018-03-10,100.596125
2018-03-11,98.2681428571
2018-03-12,93.954875
2018-03-13,96.82525
2018-03-14,105.55
2018-03-15,98.559125
2018-03-16,94.8155
2018-03-17,98.336125
2018-03-18,103.6955
2018-03-19,103.665125
2018-03-20,104.18025
2018-03-21,99.146875
2018-03-22,104.84175
2018-03-23,104.629625
2018-03-24,102.835
2018-03-25,101.463875
2018-03-26,104.843125
2018-03-27,105.392375
2018-03-28,102.979375
2018-03-29,104.289875
2018-03-30,104.546375
2018-03-31,97.825125
2018-04-01,105.33625
2018-04-02,104.682375
2018-04-03,105.014
2018-04-04,105.5025
2018-04-05,106.80675
2018-04-06,106.748875
2018-04-07,104.3325
2018-04-08,106.699125
2018-04-09,101.99525
2018-04-10,96.173375
2018-04-11,106.69925
2018-04-12,105.4505
2018-04-13,106.1045
2018-04-14,105.554375
2018-04-15,104.880875
2018-04-16,104.82025
2018-04-17,103.7155
2018-04-18,102.59525
2018-04-19,102.543125
2018-04-20,103.5625
2018-04-21,104.320625
2018-04-22,99.99925
2018-04-23,81.23275
2018-04-24,47.293
2018-04-25,47.5425
2018-04-26,29.36175
2018-04-27,43.603125
2018-04-28,107.399125
2018-04-29,106.913125
2018-04-30,107.019125
2018-05-01,103.79675
2018-05-02,91.184375
2018-05-03,86.583
2018-05-04,105.825875
2018-05-05,79.516125
2018-05-06,76.29425
2018-05-07,93.14175
2018-05-08,70.99325
2018-05-09,106.643125
2018-05-10,107.505375
2018-05-11,96.64425
2018-05-12,62.715625
2018-05-13,41.223125
2018-05-14,45.84475
2018-05-15,51.293875
2018-05-16,72.541125
2018-05-17,100.19925
2018-05-18,90.093375
2018-05-19,90.98975
2018-05-20,103.733125
2018-05-21,91.765
2018-05-22,42.982875
2018-05-23,57.5065
2018-05-24,94.42375
2018-05-25,100.06075
2018-05-26,94.940625
2018-05-27,82.214375
2018-05-28,101.479125
2018-05-29,99.871375
2018-05-30,90.11825
2018-05-31,98.26825
2018-06-01,105.37975
2018-06-02,92.959
2018-06-03,95.563125
2018-06-04,106.371
2018-06-05,96.3455
2018-06-06,85.108375
2018-06-07,99.197
2018-06-08,106.53775
2018-06-09,107.398875
2018-06-10,106.319375
2018-06-11,102.45325
2018-06-12,69.390125
2018-06-13,97.6625
2018-06-14,106.591
2018-06-15,102.1755
2018-06-16,86.05525
2018-06-17,53.532875
2018-06-18,36.858625
2018-06-19,56.6865
2018-06-20,67.6225
2018-06-21,89.242875
2018-06-22,104.515
2018-06-23,105.283875
2018-06-24,75.3855
2018-06-25,104.458875
2018-06-26,100.530375
2018-06-27,92.583875
2018-06-28,106.536875
2018-06-29,106.591
2018-06-30,106.5915
2018-07-01,106.8615
2018-07-02,107.559375
2018-07-03,98.201375
2018-07-04,66.250375
2018-07-05,54.50625
2018-07-06,85.580875
2018-07-07,104.714625
2018-07-08,77.716
2018-07-09,70.233125
2018-07-10,105.886125
2018-07-11,83.87175
2018-07-12,61.15825
2018-07-13,65.090875
2018-07-14,58.5305
2018-07-15,41.44725
2018-07-16,36.9495
2018-07-17,52.1905
2018-07-18,81.301375
2018-07-19,100.218375
2018-07-20,101.578875
2018-07-21,81.873875
2018-07-22,64.58575
2018-07-23,58.89275
2018-07-24,62.602375
2018-07-25,58.863
2018-07-26,52.6755
2018-07-27,46.048375
2018-07-28,50.702125
2018-07-29,36.026375
2018-07-30,34.630125
2018-07-31,56.674875
2018-08-01,73.46125
2018-08-02,94.92575
2018-08-03,105.014
2018-08-04,89.101125
2018-08-05,68.1595
2018-08-06,60.1005
2018-08-07,48.015875
2018-08-08,45.387
2018-08-09,48.8765
2018-08-10,51.638375
2018-08-11,98.27775
2018-08-12,104.674
2018-08-13,57.455625
2018-08-14,42.67575
2018-08-15,51.57875
2018-08-16,67.395625
2018-08-17,74.50925
2018-08-18,53.26
2018-08-19,43.8445
2018-08-20,41.488875
2018-08-21,41.305375
2018-08-22,46.612625
2018-08-23,85.953125
2018-08-24,103.020375
2018-08-25,104.00475
2018-08-26,106.15825
2018-08-27,81.324625
2018-08-28,67.335625
2018-08-29,91.577875
2018-08-30,102.649
2018-08-31,102.04
2018-09-01,104.025125
2018-09-02,89.54075
2018-09-03,96.811875
2018-09-04,69.553
