Time,AirT_Lapse7_daily_mean
10/14/2015,21.1035
10/15/2015,17.973625
10/16/2015,16.221125
10/17/2015,11.9595
10/18/2015,5.75025
10/19/2015,4.6205
10/20/2015,3.804
10/21/2015,4.93375
10/22/2015,1.22825
10/23/2015,3.614875
10/24/2015,6.1895
10/25/2015,5.875375
10/26/2015,2.171
10/27/2015,3.23875
10/28/2015,3.238375
10/29/2015,1.228375
10/30/2015,2.6105
10/31/2015,1.79375
11/1/2015,-1.474111111
11/2/2015,-2.102875
11/3/2015,-3.73825
11/4/2015,-3.109125
11/5/2015,-2.543
11/6/2015,-0.90875
11/7/2015,0.097125
11/8/2015,-2.417125
11/9/2015,-3.61225
11/10/2015,-4.05275
11/11/2015,-4.996375
11/12/2015,-3.73825
11/13/2015,0.28575
11/14/2015,-1.662625
11/15/2015,-5.625875
11/16/2015,-6.003625
11/17/2015,-1.34925
11/18/2015,-6.506625
11/19/2015,-5.688625
11/20/2015,-3.801375
11/21/2015,2.10775
11/22/2015,4.36925
11/23/2015,-2.6695
11/24/2015,-7.76625
11/25/2015,-4.179
11/26/2015,-0.4685
11/27/2015,3.80375
11/28/2015,5.938375
11/29/2015,5.750125
11/30/2015,-0.217125
12/1/2015,-1.7255
12/2/2015,-0.342875
12/3/2015,-0.405625
12/4/2015,-3.046
12/5/2015,-2.79475
12/6/2015,-1.914125
12/7/2015,-0.8455
12/8/2015,0.03425
12/9/2015,-2.732125
12/10/2015,-3.423875
12/11/2015,-4.178625
12/12/2015,-4.178625
12/13/2015,-4.493125
12/14/2015,-6.066
12/15/2015,-6.19225
12/16/2015,-8.647375
12/17/2015,-4.99675
12/18/2015,-4.367375
12/19/2015,-5.8145
12/20/2015,-5.562625
12/21/2015,-6.317875
12/22/2015,-7.262125
12/23/2015,-7.01025
12/24/2015,-7.07325
12/25/2015,-9.21425
12/26/2015,-9.088125
12/27/2015,-5.814625
12/28/2015,-6.569875
12/29/2015,-9.340125
12/30/2015,-9.025375
12/31/2015,-4.115875
1/1/2016,-0.531625
1/2/2016,-1.851875
1/3/2016,-6.50675
1/4/2016,-4.178625
1/5/2016,-2.10275
1/6/2016,-1.59975
1/7/2016,-2.35425
1/8/2016,-3.235125
1/9/2016,-3.298
1/10/2016,-3.10925
1/11/2016,-2.480125
1/12/2016,-1.536875
1/13/2016,-3.046375
1/14/2016,-5.059375
1/15/2016,-4.61925
