Time,Lapse7_daily_mean_RH
10/14/2015,49.574
10/15/2015,44.80825
10/16/2015,29.072375
10/17/2015,58.3435
10/18/2015,104.637
10/19/2015,106.831375
10/20/2015,107.75125
10/21/2015,79.43475
10/22/2015,99.737875
10/23/2015,63.827875
10/24/2015,40.568875
10/25/2015,67.113375
10/26/2015,106.21075
10/27/2015,88.6775
10/28/2015,89.073125
10/29/2015,111.408
10/30/2015,113.435125
10/31/2015,114.7815
11/1/2015,107.4902222
11/2/2015,106.83275
11/3/2015,105.994125
11/4/2015,105.766875
11/5/2015,106.330875
11/6/2015,109.0525
11/7/2015,113.64625
11/8/2015,106.8315
11/9/2015,106.2735
11/10/2015,102.58975
11/11/2015,105.431625
11/12/2015,105.599125
11/13/2015,112.08275
11/14/2015,107.555625
11/15/2015,105.596875
11/16/2015,104.978375
11/17/2015,110.009125
11/18/2015,105.48875
11/19/2015,105.544125
11/20/2015,53.765875
11/21/2015,30.696
11/22/2015,67.048
11/23/2015,94.64625
11/24/2015,93.42525
11/25/2015,44.45125
11/26/2015,37.19775
11/27/2015,14.297
11/28/2015,11.977125
11/29/2015,13.803
11/30/2015,42.091625
12/1/2015,105.262125
12/2/2015,107.760625
12/3/2015,109.85
12/4/2015,106.050625
12/5/2015,106.27475
12/6/2015,106.9425
12/7/2015,107.994375
12/8/2015,107.7905
12/9/2015,107.273375
12/10/2015,106.3305
12/11/2015,106.162625
12/12/2015,106.161875
12/13/2015,105.99425
12/14/2015,105.036
12/15/2015,105.318875
12/16/2015,104.300125
12/17/2015,105.429625
12/18/2015,106.047
12/19/2015,105.544375
12/20/2015,105.432125
12/21/2015,105.263
12/22/2015,104.754
12/23/2015,105.03725
12/24/2015,104.81075
12/25/2015,104.186
12/26/2015,103.957875
12/27/2015,105.37575
12/28/2015,105.20625
12/29/2015,104.4135
12/30/2015,103.214375
12/31/2015,102.8675
1/1/2016,94.465
1/2/2016,63.083125
1/3/2016,91.363625
1/4/2016,104.411125
1/5/2016,105.994
1/6/2016,105.013
1/7/2016,101.982
1/8/2016,97.030875
1/9/2016,94.74025
1/10/2016,91.6595
1/11/2016,91.62025
1/12/2016,106.887
1/13/2016,106.271875
1/14/2016,105.03725
1/15/2016,104.861875
1/16/2016,106.665875
1/17/2016,106.330625
1/18/2016,106.161875
1/19/2016,105.8255
1/20/2016,105.82475
1/21/2016,109.51175
1/22/2016,109.87375
1/23/2016,106.610625
1/24/2016,105.938375
1/25/2016,106.497625
1/26/2016,113.44275
1/27/2016,117.772625
1/28/2016,111.999125
1/29/2016,106.330875
1/30/2016,105.71375
1/31/2016,105.7125
2/1/2016,105.713375
2/2/2016,105.31975
2/3/2016,106.329625
2/4/2016,106.553375
2/5/2016,107.44475
2/6/2016,106.0505
2/7/2016,100.01375
2/8/2016,64.184375
2/9/2016,30.093
2/10/2016,87.425625
2/11/2016,84.434
2/12/2016,110.32075
2/13/2016,106.386375
2/14/2016,108.8025
2/15/2016,107.555625
2/16/2016,107.27825
2/17/2016,109.626125
2/18/2016,107.11175
2/19/2016,106.66575
2/20/2016,106.330875
2/21/2016,105.994375
2/22/2016,106.330875
2/23/2016,98.532375
2/24/2016,73.88275
2/25/2016,86.1465
2/26/2016,82.549375
2/27/2016,106.555
2/28/2016,106.385625
2/29/2016,105.712375
3/1/2016,106.496125
3/2/2016,106.72225
3/3/2016,106.999875
3/4/2016,107.056125
3/5/2016,107.722
3/6/2016,106.9975
3/7/2016,106.1065
3/8/2016,105.657125
3/9/2016,106.162125
3/10/2016,106.88875
3/11/2016,106.88775
3/12/2016,106.720875
3/13/2016,106.0265714
3/14/2016,105.882125
3/15/2016,105.825125
3/16/2016,105.938375
3/17/2016,104.86725
3/18/2016,102.5225
3/19/2016,100.936625
3/20/2016,102.55275
3/21/2016,107.772
3/22/2016,107.33225
3/23/2016,107.05625
3/24/2016,106.499
3/25/2016,106.442
3/26/2016,106.498625
3/27/2016,106.553
3/28/2016,105.881875
3/29/2016,92.83475
3/30/2016,78.57
3/31/2016,65.804875
4/1/2016,81.059375
4/2/2016,99.47475
4/3/2016,78.0855
4/4/2016,104.629125
4/5/2016,105.88175
4/6/2016,101.004375
4/7/2016,31.513
4/8/2016,40.55775
4/9/2016,69.361625
4/10/2016,88.8185
4/11/2016,107.052125
4/12/2016,106.666125
4/13/2016,106.106125
4/14/2016,106.27425
4/15/2016,106.945
4/16/2016,96.06925
4/17/2016,59.595375
4/18/2016,32.45175
4/19/2016,39.280875
4/20/2016,36.09325
4/21/2016,89.7145
4/22/2016,96.699125
4/23/2016,109.695625
4/24/2016,107.762
4/25/2016,105.373875
4/26/2016,103.00675
4/27/2016,104.8055
4/28/2016,106.375625
4/29/2016,107.437625
4/30/2016,75.09175
5/1/2016,42.848625
5/2/2016,47.158
5/3/2016,63.576625
5/4/2016,105.87175
5/5/2016,89.402875
5/6/2016,45.7535
5/7/2016,44.15175
5/8/2016,93.848
5/9/2016,82.442625
5/10/2016,62.702125
5/11/2016,62.79025
5/12/2016,66.119625
5/13/2016,58.136
5/14/2016,62.059
5/15/2016,100.3715
5/16/2016,106.193
5/17/2016,96.898375
5/18/2016,105.80175
5/19/2016,107.328625
5/20/2016,102.523875
5/21/2016,102.054625
5/22/2016,106.153
5/23/2016,108.2135
5/24/2016,107.156625
5/25/2016,99.470875
5/26/2016,110.315875
5/27/2016,108.405125
5/28/2016,108.422875
5/29/2016,114.637125
5/30/2016,91.729875
5/31/2016,56.738875
6/1/2016,83.777375
6/2/2016,109.127375
6/3/2016,100.378875
6/4/2016,57.178875
6/5/2016,43.07625
6/6/2016,57.15675
6/7/2016,52.682
6/8/2016,74.2
6/9/2016,109.473
6/10/2016,111.3085
6/11/2016,111.579625
6/12/2016,114.64425
6/13/2016,112.85275
6/14/2016,107.222375
6/15/2016,107.555125
6/16/2016,106.268125
6/17/2016,82.10125
6/18/2016,99.7275
6/19/2016,98.6485
6/20/2016,66.63075
6/21/2016,108.534875
6/22/2016,93.45875
6/23/2016,107.754125
6/24/2016,113.218375
6/25/2016,111.60625
6/26/2016,73.06325
6/27/2016,57.766875
6/28/2016,77.289125
6/29/2016,75.38025
6/30/2016,100.090875
7/1/2016,100.310875
7/2/2016,104.9675
7/3/2016,105.095875
7/4/2016,108.338625
7/5/2016,113.176125
7/6/2016,107.92675
7/7/2016,105.55225
7/8/2016,112.857875
7/9/2016,114.8525
7/10/2016,106.266375
7/11/2016,111.054625
7/12/2016,107.6345
7/13/2016,105.619625
7/14/2016,101.2215
7/15/2016,105.17875
7/16/2016,112.795875
7/17/2016,98.17325
7/18/2016,90.66
7/19/2016,112.0035
7/20/2016,101.792375
7/21/2016,70.208625
7/22/2016,100.73975
