Time,Lapse7_daily_mean_RH
7/23/2016,109.363375
7/24/2016,80.264375
7/25/2016,76.565375
7/26/2016,83.534875
7/27/2016,78.4165
7/28/2016,65.195125
7/29/2016,64.9995
7/30/2016,72.71075
7/31/2016,92.403
8/1/2016,81.968625
8/2/2016,105.83725
8/3/2016,111.476
8/4/2016,74.05475
8/5/2016,76.690375
8/6/2016,87.701875
8/7/2016,106.075375
8/8/2016,112.011375
8/9/2016,112.86225
8/10/2016,112.861875
8/11/2016,77.1565
8/12/2016,58.760375
8/13/2016,59.900625
8/14/2016,73.16575
8/15/2016,72.047375
8/16/2016,72.01483333
