Time,AirT_Lapse3_daily_mean
2017-09-29,12.0
2017-09-30,7.75
2017-10-01,6.5
2017-10-02,6.08333333333
2017-10-03,6.08333333333
2017-10-04,6.91666666667
2017-10-05,7.58333333333
2017-10-06,6.16666666667
2017-10-07,6.33333333333
2017-10-08,5.33333333333
2017-10-09,5.5
2017-10-10,4.41666666667
2017-10-11,2.58333333333
2017-10-12,3.16666666667
2017-10-13,2.75
2017-10-14,2.91666666667
2017-10-15,6.33333333333
2017-10-16,7.75
2017-10-17,7.91666666667
2017-10-18,5.66666666667
2017-10-19,6.83333333333
2017-10-20,4.5
2017-10-21,3.91666666667
2017-10-22,6.66666666667
2017-10-23,5.66666666667
2017-10-24,6.75
2017-10-25,6.91666666667
2017-10-26,6.33333333333
2017-10-27,8.33333333333
2017-10-28,9.83333333333
2017-10-29,9.25
2017-10-30,6.75
2017-10-31,4.16666666667
2017-11-01,5.91666666667
2017-11-02,2.91666666667
2017-11-03,-1.75
2017-11-04,-1.75
2017-11-05,-2.0
2017-11-06,-2.16666666667
2017-11-07,-1.0
2017-11-08,2.16666666667
2017-11-09,2.75
2017-11-10,1.66666666667
2017-11-11,3.0
2017-11-12,4.0
2017-11-13,2.91666666667
2017-11-14,1.58333333333
2017-11-15,1.83333333333
2017-11-16,1.5
2017-11-17,0.75
2017-11-18,1.66666666667
2017-11-19,2.16666666667
2017-11-20,2.5
2017-11-21,4.83333333333
2017-11-22,9.08333333333
2017-11-23,6.0
2017-11-24,3.83333333333
2017-11-25,4.41666666667
2017-11-26,5.25
2017-11-27,1.5
2017-11-28,1.41666666667
2017-11-29,1.5
2017-11-30,2.5
2017-12-01,1.33333333333
2017-12-02,0.583333333333
2017-12-03,0.583333333333
2017-12-04,-0.0833333333333
2017-12-05,-0.5
2017-12-06,0.583333333333
2017-12-07,0.25
2017-12-08,0.166666666667
2017-12-09,0.833333333333
2017-12-10,1.91666666667
2017-12-11,1.0
2017-12-12,1.41666666667
2017-12-13,2.16666666667
2017-12-14,1.41666666667
2017-12-15,1.41666666667
2017-12-16,0.833333333333
2017-12-17,1.41666666667
2017-12-18,1.25
2017-12-19,0.5
2017-12-20,-2.25
2017-12-21,-2.08333333333
2017-12-22,-2.75
2017-12-23,-6.25
2017-12-24,-4.16666666667
2017-12-25,-2.33333333333
2017-12-26,-2.08333333333
2017-12-27,-1.5
2017-12-28,0.333333333333
2017-12-29,1.0
2017-12-30,0.5
2017-12-31,-1.91666666667
2018-01-01,-2.08333333333
2018-01-02,0.0833333333333
2018-01-03,0.666666666667
2018-01-04,2.08333333333
2018-01-05,4.25
2018-01-06,2.08333333333
2018-01-07,1.83333333333
2018-01-08,2.66666666667
2018-01-09,1.58333333333
2018-01-10,0.583333333333
2018-01-11,1.0
2018-01-12,2.91666666667
2018-01-13,3.66666666667
2018-01-14,3.66666666667
2018-01-15,4.0
2018-01-16,4.08333333333
2018-01-17,4.5
2018-01-18,1.75
2018-01-19,0.916666666667
2018-01-20,1.0
2018-01-21,1.08333333333
2018-01-22,0.5
2018-01-23,0.5
2018-01-24,1.91666666667
2018-01-25,0.5
2018-01-26,0.166666666667
2018-01-27,0.583333333333
2018-01-28,2.33333333333
2018-01-29,3.33333333333
2018-01-30,0.5
2018-01-31,0.416666666667
2018-02-01,0.666666666667
2018-02-02,2.0
2018-02-03,2.58333333333
2018-02-04,3.41666666667
2018-02-05,2.83333333333
2018-02-06,2.75
2018-02-07,3.16666666667
2018-02-08,4.25
2018-02-09,0.833333333333
2018-02-10,-2.0
2018-02-11,-1.91666666667
2018-02-12,-2.91666666667
2018-02-13,-1.08333333333
2018-02-14,-0.0833333333333
2018-02-15,-0.25
2018-02-16,0.25
2018-02-17,0.5
2018-02-18,-5.66666666667
2018-02-19,-8.83333333333
2018-02-20,-7.41666666667
2018-02-21,-8.0
2018-02-22,-8.41666666667
2018-02-23,-7.0
2018-02-24,-2.0
2018-02-25,-1.25
2018-02-26,-1.5
2018-02-27,-0.833333333333
2018-02-28,0.0
2018-03-01,0.416666666667
2018-03-02,-0.833333333333
2018-03-03,-0.166666666667
2018-03-04,0.25
2018-03-05,0.166666666667
2018-03-06,-0.416666666667
2018-03-07,-0.333333333333
2018-03-08,1.41666666667
2018-03-09,0.5
2018-03-10,0.0833333333333
2018-03-11,2.0
2018-03-12,3.25
2018-03-13,3.66666666667
2018-03-14,1.91666666667
2018-03-15,0.916666666667
2018-03-16,2.16666666667
2018-03-17,1.5
2018-03-18,2.0
2018-03-19,2.0
2018-03-20,2.5
2018-03-21,3.33333333333
2018-03-22,2.16666666667
2018-03-23,0.25
2018-03-24,-0.0833333333333
2018-03-25,-1.0
2018-03-26,0.666666666667
2018-03-27,1.33333333333
2018-03-28,2.08333333333
2018-03-29,1.91666666667
2018-03-30,3.33333333333
2018-03-31,2.25
2018-04-01,0.75
2018-04-02,-0.25
2018-04-03,0.833333333333
2018-04-04,1.83333333333
2018-04-05,3.75
2018-04-06,5.58333333333
2018-04-07,4.16666666667
2018-04-08,4.41666666667
2018-04-09,5.08333333333
2018-04-10,4.66666666667
2018-04-11,3.91666666667
2018-04-12,2.25
2018-04-13,2.58333333333
2018-04-14,3.41666666667
2018-04-15,3.0
2018-04-16,3.33333333333
2018-04-17,2.16666666667
2018-04-18,3.0
2018-04-19,3.66666666667
2018-04-20,5.16666666667
2018-04-21,3.66666666667
2018-04-22,4.16666666667
2018-04-23,5.91666666667
2018-04-24,8.16666666667
2018-04-25,9.58333333333
2018-04-26,10.9166666667
2018-04-27,10.75
2018-04-28,7.5
2018-04-29,6.0
2018-04-30,6.5
2018-05-01,7.66666666667
2018-05-02,8.16666666667
2018-05-03,10.3333333333
2018-05-04,9.58333333333
2018-05-05,10.3333333333
