Time,AirT_Lapse4_daily_mean
2015-12-04,0.5
2015-12-05,0.9375
2015-12-06,2.0
2015-12-07,2.8125
2015-12-08,3.625
2015-12-09,1.0
2015-12-10,0.5625
2015-12-11,-0.3125
2015-12-12,-0.25
2015-12-13,-0.375
2015-12-14,-1.6875
2015-12-15,-2.4375
2015-12-16,-4.5625
2015-12-17,-1.3125
2015-12-18,-0.25
2015-12-19,-1.75
2015-12-20,-1.0625
2015-12-21,-1.8125
2015-12-22,-2.6875
2015-12-23,-2.5625
2015-12-24,-2.5
2015-12-25,-4.1875
2015-12-26,-4.625
2015-12-27,-1.6875
2015-12-28,-2.5625
2015-12-29,-5.4375
2015-12-30,-7.5
2015-12-31,-4.3125
2016-01-01,-1.625
2016-01-02,-2.0625
2016-01-03,-3.0
2016-01-04,-1.5625
2016-01-05,1.1875
2016-01-06,1.5625
2016-01-07,1.1875
2016-01-08,0.875
2016-01-09,-0.125
2016-01-10,0.125
2016-01-11,2.0625
2016-01-12,2.0
2016-01-13,0.875
2016-01-14,-1.375
2016-01-15,-0.8125
2016-01-16,1.625
2016-01-17,0.875
2016-01-18,0.6875
2016-01-19,0.375
2016-01-20,0.125
2016-01-21,3.9375
2016-01-22,2.0
2016-01-23,0.4375
2016-01-24,-0.8125
2016-01-25,-0.5625
2016-01-26,4.4375
2016-01-27,5.875
2016-01-28,2.875
2016-01-29,-0.75
2016-01-30,-1.75
2016-01-31,-1.5
2016-02-01,-2.1875
2016-02-02,-3.0625
2016-02-03,-0.5
2016-02-04,0.1875
2016-02-05,1.875
2016-02-06,-0.625
2016-02-07,0.75
2016-02-08,8.625
2016-02-09,12.375
2016-02-10,6.25
2016-02-11,4.3125
2016-02-12,3.6875
2016-02-13,0.4375
2016-02-14,1.625
2016-02-15,1.375
2016-02-16,1.4375
2016-02-17,4.125
2016-02-18,0.8125
2016-02-19,0.3125
2016-02-20,-0.6875
2016-02-21,-0.8125
2016-02-22,-0.375
2016-02-23,-0.125
2016-02-24,3.625
2016-02-25,6.25
2016-02-26,6.5625
2016-02-27,3.25
2016-02-28,1.0
2016-02-29,-0.25
2016-03-01,0.875
2016-03-02,1.5
2016-03-03,1.8125
2016-03-04,3.4375
2016-03-05,4.0
2016-03-06,1.1875
2016-03-07,0.0
2016-03-08,-0.375
2016-03-09,0.625
2016-03-10,1.0625
2016-03-11,1.75
2016-03-12,0.4375
2016-03-13,-0.428571428571
2016-03-14,-0.625
2016-03-15,-0.4375
2016-03-16,-0.4375
2016-03-17,-1.625
2016-03-18,0.9375
2016-03-19,5.5625
2016-03-20,5.875
2016-03-21,2.8125
2016-03-22,1.8125
2016-03-23,1.125
2016-03-24,0.0625
2016-03-25,0.4375
2016-03-26,2.3125
2016-03-27,0.8125
2016-03-28,1.125
2016-03-29,4.125
2016-03-30,9.5
2016-03-31,10.3125
2016-04-01,9.75
2016-04-02,7.875
2016-04-03,8.1875
2016-04-04,3.0
2016-04-05,1.3125
2016-04-06,5.4375
2016-04-07,14.0625
2016-04-08,14.3125
2016-04-09,9.25
2016-04-10,7.375
2016-04-11,5.25
2016-04-12,3.0
2016-04-13,2.0
2016-04-14,2.25
2016-04-15,3.375
2016-04-16,5.5625
2016-04-17,12.375
2016-04-18,17.1875
2016-04-19,16.75
2016-04-20,17.5
2016-04-21,14.0625
2016-04-22,8.625
2016-04-23,6.25
2016-04-24,2.875
2016-04-25,2.25
2016-04-26,4.375
2016-04-27,5.6875
2016-04-28,5.9375
2016-04-29,5.1875
2016-04-30,7.125
