Time,AirT_Lapse4_daily_mean
2016-05-01,12.625
2016-05-02,16.0625
2016-05-03,13.625
2016-05-04,8.0
2016-05-05,9.625
2016-05-06,14.25
2016-05-07,16.4375
2016-05-08,8.4375
2016-05-09,6.5625
2016-05-10,10.5
2016-05-11,11.6875
2016-05-12,12.625
2016-05-13,15.0
2016-05-14,15.1875
2016-05-15,10.1875
2016-05-16,8.9375
2016-05-17,10.25
2016-05-18,9.4375
2016-05-19,4.0
2016-05-20,6.875
2016-05-21,6.9375
2016-05-22,6.1875
2016-05-23,6.25
2016-05-24,7.8125
2016-05-25,9.3125
2016-05-26,6.6875
2016-05-27,3.75
2016-05-28,4.375
2016-05-29,5.9375
2016-05-30,8.625
2016-05-31,13.75
2016-06-01,13.0
2016-06-02,9.0625
2016-06-03,12.5
2016-06-04,19.5625
2016-06-05,23.125
2016-06-06,20.375
2016-06-07,18.25
2016-06-08,13.9375
2016-06-09,7.5
2016-06-10,6.25
2016-06-11,5.125
2016-06-12,7.0625
2016-06-13,6.3125
2016-06-14,2.9375
2016-06-15,5.125
2016-06-16,4.9375
2016-06-17,9.1875
2016-06-18,6.5
2016-06-19,8.1875
2016-06-20,12.5625
2016-06-21,10.1875
2016-06-22,12.25
2016-06-23,8.9375
2016-06-24,6.875
2016-06-25,10.0
2016-06-26,14.375
2016-06-27,18.875
2016-06-28,17.1875
2016-06-29,17.0
2016-06-30,14.125
2016-07-01,12.125
2016-07-02,14.875
2016-07-03,11.25
2016-07-04,7.875
2016-07-05,7.375
2016-07-06,10.1875
2016-07-07,10.5625
2016-07-08,11.1875
2016-07-09,10.125
2016-07-10,9.5625
2016-07-11,10.0
2016-07-12,10.875
2016-07-13,11.0625
2016-07-14,11.625
2016-07-15,9.1875
2016-07-16,11.1875
2016-07-17,12.9375
2016-07-18,12.75
2016-07-19,12.6875
2016-07-20,12.75
2016-07-21,15.875
2016-07-22,12.0625
2016-07-23,11.1875
2016-07-24,14.5
2016-07-25,17.375
2016-07-26,17.0625
2016-07-27,17.4375
2016-07-28,18.75
2016-07-29,19.4375
2016-07-30,15.4375
2016-07-31,12.375
2016-08-01,14.25
2016-08-02,10.625
2016-08-03,11.0
2016-08-04,14.0625
2016-08-05,15.125
2016-08-06,11.75
2016-08-07,10.125
2016-08-08,10.25
2016-08-09,11.125
2016-08-10,12.8125
2016-08-11,15.6875
2016-08-12,19.625
2016-08-13,19.9375
2016-08-14,18.0625
2016-08-15,17.25
2016-08-16,15.6
