DataValue,LocalDateTime,UTCOffset,DateTimeUTC,SiteCode,VariableCode,MethodCode,SourceCode,QualityControlLevelCode,,,,,,,,,,
9.4375,5/18/16,-8,5/17/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
4,5/19/16,-8,5/18/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.875,5/20/16,-8,5/19/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.9375,5/21/16,-8,5/20/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.1875,5/22/16,-8,5/21/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.25,5/23/16,-8,5/22/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
7.8125,5/24/16,-8,5/23/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
9.3125,5/25/16,-8,5/24/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.6875,5/26/16,-8,5/25/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
3.75,5/27/16,-8,5/26/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
4.375,5/28/16,-8,5/27/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
5.9375,5/29/16,-8,5/28/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
8.625,5/30/16,-8,5/29/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
13.75,5/31/16,-8,5/30/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
13,6/1/16,-8,5/31/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
9.0625,6/2/16,-8,6/1/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.5,6/3/16,-8,6/2/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
19.5625,6/4/16,-8,6/3/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
23.125,6/5/16,-8,6/4/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
20.375,6/6/16,-8,6/5/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
18.25,6/7/16,-8,6/6/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
13.9375,6/8/16,-8,6/7/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
7.5,6/9/16,-8,6/8/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.25,6/10/16,-8,6/9/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
5.125,6/11/16,-8,6/10/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
7.0625,6/12/16,-8,6/11/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.3125,6/13/16,-8,6/12/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2.9375,6/14/16,-8,6/13/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
5.125,6/15/16,-8,6/14/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
4.9375,6/16/16,-8,6/15/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
9.1875,6/17/16,-8,6/16/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.5,6/18/16,-8,6/17/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
8.1875,6/19/16,-8,6/18/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.5625,6/20/16,-8,6/19/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10.1875,6/21/16,-8,6/20/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.25,6/22/16,-8,6/21/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
8.9375,6/23/16,-8,6/22/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.875,6/24/16,-8,6/23/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10,6/25/16,-8,6/24/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
14.375,6/26/16,-8,6/25/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
18.875,6/27/16,-8,6/26/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
17.1875,6/28/16,-8,6/27/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
17,6/29/16,-8,6/28/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
14.125,6/30/16,-8,6/29/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.125,7/1/16,-8,6/30/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
14.875,7/2/16,-8,7/1/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
11.25,7/3/16,-8,7/2/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
7.875,7/4/16,-8,7/3/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
7.375,7/5/16,-8,7/4/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10.1875,7/6/16,-8,7/5/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10.5625,7/7/16,-8,7/6/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
11.1875,7/8/16,-8,7/7/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10.125,7/9/16,-8,7/8/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
9.5625,7/10/16,-8,7/9/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10,7/11/16,-8,7/10/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10.875,7/12/16,-8,7/11/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
11.0625,7/13/16,-8,7/12/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
11.625,7/14/16,-8,7/13/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
9.1875,7/15/16,-8,7/14/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
11.1875,7/16/16,-8,7/15/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.9375,7/17/16,-8,7/16/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.75,7/18/16,-8,7/17/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.6875,7/19/16,-8,7/18/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.75,7/20/16,-8,7/19/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
15.875,7/21/16,-8,7/20/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.0625,7/22/16,-8,7/21/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
11.1875,7/23/16,-8,7/22/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
14.5,7/24/16,-8,7/23/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
17.375,7/25/16,-8,7/24/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
17.0625,7/26/16,-8,7/25/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
17.4375,7/27/16,-8,7/26/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
18.75,7/28/16,-8,7/27/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
19.4375,7/29/16,-8,7/28/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
15.4375,7/30/16,-8,7/29/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.375,7/31/16,-8,7/30/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
14.25,8/1/16,-8,7/31/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10.625,8/2/16,-8,8/1/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
11,8/3/16,-8,8/2/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
14.0625,8/4/16,-8,8/3/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
15.125,8/5/16,-8,8/4/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
11.75,8/6/16,-8,8/5/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10.125,8/7/16,-8,8/6/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10.25,8/8/16,-8,8/7/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
11.125,8/9/16,-8,8/8/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.8125,8/10/16,-8,8/9/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
15.6875,8/11/16,-8,8/10/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
19.625,8/12/16,-8,8/11/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
19.9375,8/13/16,-8,8/12/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
18.0625,8/14/16,-8,8/13/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
17.25,8/15/16,-8,8/14/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
15.6,8/16/16,-8,8/15/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.75,12/4/15,-8,12/3/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,12/5/15,-8,12/4/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.9375,12/6/15,-8,12/5/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.1875,12/7/15,-8,12/6/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,12/8/15,-8,12/7/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.4375,12/9/15,-8,12/8/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,12/10/15,-8,12/9/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5625,12/11/15,-8,12/10/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/12/15,-8,12/11/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/13/15,-8,12/12/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/14/15,-8,12/13/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/15/15,-8,12/14/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/16/15,-8,12/15/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/17/15,-8,12/16/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.875,12/18/15,-8,12/17/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,12/19/15,-8,12/18/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/20/15,-8,12/19/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/21/15,-8,12/20/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/22/15,-8,12/21/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/23/15,-8,12/22/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/24/15,-8,12/23/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/25/15,-8,12/24/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/26/15,-8,12/25/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/27/15,-8,12/26/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/28/15,-8,12/27/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/29/15,-8,12/28/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/30/15,-8,12/29/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,12/31/15,-8,12/30/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,1/1/16,-8,12/31/15,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,1/2/16,-8,1/1/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,1/3/16,-8,1/2/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,1/4/16,-8,1/3/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,1/5/16,-8,1/4/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.0625,1/6/16,-8,1/5/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,1/7/16,-8,1/6/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.75,1/8/16,-8,1/7/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,1/9/16,-8,1/8/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
2,1/10/16,-8,1/9/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.4375,1/11/16,-8,1/10/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,1/12/16,-8,1/11/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,1/13/16,-8,1/12/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.125,1/14/16,-8,1/13/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,1/15/16,-8,1/14/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.75,1/16/16,-8,1/15/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,1/17/16,-8,1/16/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,1/18/16,-8,1/17/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.875,1/19/16,-8,1/18/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.4375,1/20/16,-8,1/19/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.375,1/21/16,-8,1/20/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,1/22/16,-8,1/21/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.1875,1/23/16,-8,1/22/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,1/24/16,-8,1/23/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,1/25/16,-8,1/24/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.875,1/26/16,-8,1/25/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.9375,1/27/16,-8,1/26/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.75,1/28/16,-8,1/27/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.1875,1/29/16,-8,1/28/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,1/30/16,-8,1/29/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,1/31/16,-8,1/30/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,2/1/16,-8,1/31/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,2/2/16,-8,2/1/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,2/3/16,-8,2/2/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.5,2/4/16,-8,2/3/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1.25,2/5/16,-8,2/4/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,2/6/16,-8,2/5/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.9375,2/7/16,-8,2/6/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,2/8/16,-8,2/7/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,2/9/16,-8,2/8/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,2/10/16,-8,2/9/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,2/11/16,-8,2/10/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5625,2/12/16,-8,2/11/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.875,2/13/16,-8,2/12/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.8125,2/14/16,-8,2/13/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.625,2/15/16,-8,2/14/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5625,2/16/16,-8,2/15/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,2/17/16,-8,2/16/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,2/18/16,-8,2/17/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.625,2/19/16,-8,2/18/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.6875,2/20/16,-8,2/19/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,2/21/16,-8,2/20/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,2/22/16,-8,2/21/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,2/23/16,-8,2/22/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,2/24/16,-8,2/23/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.75,2/25/16,-8,2/24/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,2/26/16,-8,2/25/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,2/27/16,-8,2/26/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,2/28/16,-8,2/27/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5625,2/29/16,-8,2/28/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.6875,3/1/16,-8,2/29/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/2/16,-8,3/1/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/3/16,-8,3/2/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/4/16,-8,3/3/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/5/16,-8,3/4/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/6/16,-8,3/5/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.875,3/7/16,-8,3/6/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,3/8/16,-8,3/7/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.9375,3/9/16,-8,3/8/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/10/16,-8,3/9/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.8125,3/11/16,-8,3/10/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5625,3/12/16,-8,3/11/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,3/13/16,-8,3/12/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,3/14/16,-8,3/13/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,3/15/16,-8,3/14/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,3/16/16,-8,3/15/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,3/17/16,-8,3/16/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
1,3/18/16,-8,3/17/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.9375,3/19/16,-8,3/18/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/20/16,-8,3/19/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/21/16,-8,3/20/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/22/16,-8,3/21/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/23/16,-8,3/22/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/24/16,-8,3/23/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.875,3/25/16,-8,3/24/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.9375,3/26/16,-8,3/25/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/27/16,-8,3/26/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5625,3/28/16,-8,3/27/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5625,3/29/16,-8,3/28/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
0.5,3/30/16,-8,3/29/16,NFN4,SoilTemp_avg,iBUtton_1921_ST,jbeaulieu,-9999,,,,,,,,,,
